Bundling 6%
Bundling 17%
Bundling 23%
Bundling 65%
Bundling 71%
Bundling 76%
Bundling 81%
Bundling 86%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Scene03V3
Codec                h264
Output               /Users/janghokim/Documents/xps-staggered-joints-shorts/public/assets/video/scene03-preview-candidate-v3.mp4
Concurrency          2x
Rendered 0/342
Rendered 1/342, time remaining: 50s
Rendered 123/342, time remaining: 4s
Rendered 124/342, time remaining: 3s
Rendered 125/342, time remaining: 3s
Rendered 126/342, time remaining: 3s
Rendered 127/342, time remaining: 3s
Rendered 128/342, time remaining: 3s
Rendered 129/342, time remaining: 3s
Rendered 130/342, time remaining: 3s
Rendered 131/342, time remaining: 3s
Rendered 132/342, time remaining: 3s
Rendered 133/342, time remaining: 3s
Rendered 134/342, time remaining: 3s
Rendered 135/342, time remaining: 3s
Rendered 136/342, time remaining: 3s
Rendered 137/342, time remaining: 3s
Rendered 138/342, time remaining: 3s
Rendered 139/342, time remaining: 3s
Rendered 140/342, time remaining: 3s
Rendered 141/342, time remaining: 3s
Rendered 142/342, time remaining: 3s
Rendered 143/342, time remaining: 3s
Rendered 144/342, time remaining: 3s
Rendered 145/342, time remaining: 3s
Rendered 146/342, time remaining: 3s
Rendered 147/342, time remaining: 3s
Rendered 148/342, time remaining: 3s
Rendered 149/342, time remaining: 3s
Rendered 150/342, time remaining: 3s
Rendered 151/342, time remaining: 3s
Rendered 152/342, time remaining: 3s
Rendered 153/342, time remaining: 3s
Rendered 154/342, time remaining: 3s
Rendered 155/342, time remaining: 3s
Rendered 156/342, time remaining: 3s
Rendered 157/342, time remaining: 3s
Rendered 158/342, time remaining: 3s
Rendered 159/342, time remaining: 3s
Rendered 160/342, time remaining: 3s
Rendered 161/342, time remaining: 3s
Rendered 162/342, time remaining: 3s
Rendered 163/342, time remaining: 3s
Rendered 164/342, time remaining: 3s
Rendered 165/342, time remaining: 3s
Rendered 166/342, time remaining: 3s
Rendered 167/342, time remaining: 3s
Rendered 168/342, time remaining: 3s
Rendered 169/342, time remaining: 3s
Rendered 170/342, time remaining: 3s
Rendered 171/342, time remaining: 3s
Rendered 172/342, time remaining: 3s
Rendered 173/342, time remaining: 2s
Rendered 174/342, time remaining: 2s
Rendered 175/342, time remaining: 2s
Rendered 176/342, time remaining: 2s
Rendered 177/342, time remaining: 2s
Rendered 178/342, time remaining: 2s
Rendered 179/342, time remaining: 2s
Rendered 180/342, time remaining: 2s
Rendered 181/342, time remaining: 2s
Rendered 182/342, time remaining: 2s
Rendered 183/342, time remaining: 2s
Rendered 184/342, time remaining: 2s
Rendered 185/342, time remaining: 2s
Rendered 186/342, time remaining: 2s
Rendered 187/342, time remaining: 2s
Rendered 188/342, time remaining: 2s
Rendered 189/342, time remaining: 2s
Rendered 190/342, time remaining: 2s
Rendered 191/342, time remaining: 2s
Rendered 192/342, time remaining: 2s
Rendered 193/342, time remaining: 2s
Rendered 194/342, time remaining: 2s
Rendered 195/342, time remaining: 2s
Rendered 196/342, time remaining: 2s
Rendered 197/342, time remaining: 2s
Rendered 198/342, time remaining: 2s
Rendered 199/342, time remaining: 2s
Rendered 200/342, time remaining: 2s
Rendered 201/342, time remaining: 2s
Rendered 202/342, time remaining: 2s
Rendered 203/342, time remaining: 2s
Rendered 204/342, time remaining: 2s
Rendered 205/342, time remaining: 2s
Rendered 206/342, time remaining: 2s
Rendered 207/342, time remaining: 2s
Rendered 208/342, time remaining: 2s
Rendered 209/342, time remaining: 2s
Rendered 210/342, time remaining: 2s
Rendered 211/342, time remaining: 2s
Rendered 212/342, time remaining: 2s
Rendered 213/342, time remaining: 2s
Rendered 214/342, time remaining: 2s
Rendered 215/342, time remaining: 2s
Rendered 216/342, time remaining: 2s
Rendered 217/342, time remaining: 2s
Rendered 218/342, time remaining: 2s
Rendered 219/342, time remaining: 2s
Rendered 220/342, time remaining: 2s
Rendered 221/342, time remaining: 2s
Rendered 222/342, time remaining: 2s
Rendered 223/342, time remaining: 2s
Rendered 224/342, time remaining: 2s
Rendered 225/342, time remaining: 2s
Rendered 226/342, time remaining: 2s
Rendered 227/342, time remaining: 2s
Rendered 228/342, time remaining: 2s
Rendered 229/342, time remaining: 1s
Rendered 230/342, time remaining: 1s
Rendered 231/342, time remaining: 1s
Rendered 232/342, time remaining: 1s
Rendered 233/342, time remaining: 1s
Rendered 234/342, time remaining: 1s
Rendered 235/342, time remaining: 1s
Rendered 236/342, time remaining: 1s
Rendered 237/342, time remaining: 1s
Rendered 238/342, time remaining: 1s
Rendered 239/342, time remaining: 1s
Rendered 240/342, time remaining: 1s
Rendered 241/342, time remaining: 1s
Rendered 242/342, time remaining: 1s
Rendered 243/342, time remaining: 1s
Rendered 244/342, time remaining: 1s
Rendered 245/342, time remaining: 1s
Rendered 246/342, time remaining: 1s
Rendered 247/342, time remaining: 1s
Rendered 248/342, time remaining: 1s
Rendered 249/342, time remaining: 1s
Rendered 250/342, time remaining: 1s
Rendered 251/342, time remaining: 1s
Rendered 252/342, time remaining: 1s
Rendered 253/342, time remaining: 1s
Rendered 254/342, time remaining: 1s
Rendered 255/342, time remaining: 1s
Rendered 256/342, time remaining: 1s
Rendered 257/342, time remaining: 1s
Rendered 258/342, time remaining: 1s
Rendered 259/342, time remaining: 1s
Rendered 260/342, time remaining: 1s
Rendered 261/342, time remaining: 1s
Rendered 262/342, time remaining: 1s
Rendered 263/342, time remaining: 1s
Rendered 264/342, time remaining: 1s
Rendered 265/342, time remaining: 1s
Rendered 266/342, time remaining: 1s
Rendered 267/342, time remaining: 1s
Rendered 268/342, time remaining: 1s
Rendered 269/342, time remaining: 1s
Rendered 270/342, time remaining: 1s
Rendered 271/342, time remaining: 1s
Rendered 272/342, time remaining: 1s
Rendered 273/342, time remaining: 1s
Rendered 274/342, time remaining: 1s
Rendered 275/342, time remaining: 1s
Rendered 276/342, time remaining: 1s
Rendered 277/342, time remaining: 1s
Rendered 278/342, time remaining: 1s
Rendered 279/342, time remaining: 1s
Rendered 280/342, time remaining: 1s
Rendered 281/342, time remaining: 1s
Rendered 282/342, time remaining: 1s
Rendered 283/342, time remaining: 1s
Rendered 284/342, time remaining: 1s
Rendered 285/342, time remaining: 0s
Rendered 286/342, time remaining: 0s
Rendered 287/342, time remaining: 0s
Rendered 288/342, time remaining: 0s
Rendered 289/342, time remaining: 0s
Rendered 290/342, time remaining: 0s
Rendered 291/342, time remaining: 0s
Rendered 292/342, time remaining: 0s
Rendered 293/342, time remaining: 0s
Rendered 294/342, time remaining: 0s
Rendered 295/342, time remaining: 0s
Rendered 296/342, time remaining: 0s
Rendered 297/342, time remaining: 0s
Rendered 298/342, time remaining: 0s
Rendered 299/342, time remaining: 0s
Rendered 300/342, time remaining: 0s
Rendered 301/342, time remaining: 0s
Rendered 302/342, time remaining: 0s
Rendered 303/342, time remaining: 0s
Rendered 304/342, time remaining: 0s
Rendered 305/342, time remaining: 0s
Rendered 306/342, time remaining: 0s
Rendered 307/342, time remaining: 0s
Rendered 308/342, time remaining: 0s
Rendered 309/342, time remaining: 0s
Rendered 310/342, time remaining: 0s
Rendered 311/342, time remaining: 0s
Rendered 312/342, time remaining: 0s
Rendered 313/342, time remaining: 0s
Rendered 314/342, time remaining: 0s
Rendered 315/342, time remaining: 0s
Rendered 316/342, time remaining: 0s
Rendered 317/342, time remaining: 0s
Rendered 318/342, time remaining: 0s
Rendered 319/342, time remaining: 0s
Rendered 320/342, time remaining: 0s
Rendered 321/342, time remaining: 0s
Rendered 322/342, time remaining: 0s
Rendered 323/342, time remaining: 0s
Rendered 324/342, time remaining: 0s
Rendered 325/342, time remaining: 0s
Rendered 326/342, time remaining: 0s
Rendered 327/342, time remaining: 0s
Rendered 328/342, time remaining: 0s
Rendered 329/342, time remaining: 0s
Rendered 330/342, time remaining: 0s
Rendered 331/342, time remaining: 0s
Rendered 332/342, time remaining: 0s
Rendered 333/342, time remaining: 0s
Rendered 334/342, time remaining: 0s
Rendered 335/342, time remaining: 0s
Rendered 336/342, time remaining: 0s
Rendered 337/342, time remaining: 0s
Rendered 338/342, time remaining: 0s
Rendered 339/342, time remaining: 0s
Rendered 340/342, time remaining: 0s
Rendered 341/342, time remaining: 0s
Rendered 342/342
Encoded 342/342
+                    /Users/janghokim/Documents/xps-staggered-joints-shorts/public/assets/video/scene03-preview-candidate-v3.mp4 820.8 kB
