Bundling 6%
Bundling 18%
Bundling 65%
Bundling 71%
Bundling 76%
Bundling 81%
Bundling 86%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Scene03V2
Codec                h264
Output               /Users/janghokim/Documents/xps-staggered-joints-shorts/public/assets/video/scene03-preview-candidate-v2.mp4
Concurrency          2x
Rendered 0/210
Rendered 1/210, time remaining: 30s
Rendered 184/210, time remaining: 0s
Rendered 185/210, time remaining: 0s
Rendered 186/210, time remaining: 0s
Rendered 187/210, time remaining: 0s
Rendered 188/210, time remaining: 0s
Rendered 189/210, time remaining: 0s
Rendered 190/210, time remaining: 0s
Rendered 191/210, time remaining: 0s
Rendered 192/210, time remaining: 0s
Rendered 193/210, time remaining: 0s
Rendered 194/210, time remaining: 0s
Rendered 195/210, time remaining: 0s
Rendered 196/210, time remaining: 0s
Rendered 197/210, time remaining: 0s
Rendered 198/210, time remaining: 0s
Rendered 199/210, time remaining: 0s
Rendered 200/210, time remaining: 0s
Rendered 201/210, time remaining: 0s
Rendered 202/210, time remaining: 0s
Rendered 203/210, time remaining: 0s
Rendered 204/210, time remaining: 0s
Rendered 205/210, time remaining: 0s
Rendered 206/210, time remaining: 0s
Rendered 207/210, time remaining: 0s
Rendered 208/210, time remaining: 0s
Rendered 209/210, time remaining: 0s
Rendered 210/210
Encoded 210/210
+                    /Users/janghokim/Documents/xps-staggered-joints-shorts/public/assets/video/scene03-preview-candidate-v2.mp4 486.2 kB
