Bundling 6%
Bundling 18%
Bundling 65%
Bundling 71%
Bundling 76%
Bundling 81%
Bundling 86%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Scene02V2
Codec                h264
Output               /Users/janghokim/Documents/xps-staggered-joints-shorts/public/assets/video/scene02-preview-candidate-v2.mp4
Concurrency          2x
Rendered 0/305
Rendered 1/305, time remaining: 39s
Rendered 102/305, time remaining: 3s
Rendered 103/305, time remaining: 3s
Rendered 104/305, time remaining: 3s
Rendered 105/305, time remaining: 3s
Rendered 106/305, time remaining: 3s
Rendered 107/305, time remaining: 3s
Rendered 108/305, time remaining: 3s
Rendered 109/305, time remaining: 3s
Rendered 110/305, time remaining: 3s
Rendered 111/305, time remaining: 3s
Rendered 112/305, time remaining: 3s
Rendered 113/305, time remaining: 3s
Rendered 114/305, time remaining: 3s
Rendered 115/305, time remaining: 3s
Rendered 116/305, time remaining: 3s
Rendered 117/305, time remaining: 3s
Rendered 118/305, time remaining: 3s
Rendered 119/305, time remaining: 3s
Rendered 120/305, time remaining: 3s
Rendered 121/305, time remaining: 3s
Rendered 122/305, time remaining: 3s
Rendered 123/305, time remaining: 3s
Rendered 124/305, time remaining: 3s
Rendered 125/305, time remaining: 3s
Rendered 126/305, time remaining: 3s
Rendered 127/305, time remaining: 3s
Rendered 128/305, time remaining: 3s
Rendered 129/305, time remaining: 3s
Rendered 130/305, time remaining: 3s
Rendered 131/305, time remaining: 3s
Rendered 132/305, time remaining: 3s
Rendered 133/305, time remaining: 3s
Rendered 134/305, time remaining: 2s
Rendered 135/305, time remaining: 2s
Rendered 136/305, time remaining: 2s
Rendered 137/305, time remaining: 2s
Rendered 138/305, time remaining: 2s
Rendered 139/305, time remaining: 2s
Rendered 140/305, time remaining: 2s
Rendered 141/305, time remaining: 2s
Rendered 142/305, time remaining: 2s
Rendered 143/305, time remaining: 2s
Rendered 144/305, time remaining: 2s
Rendered 145/305, time remaining: 2s
Rendered 146/305, time remaining: 2s
Rendered 147/305, time remaining: 2s
Rendered 148/305, time remaining: 2s
Rendered 149/305, time remaining: 2s
Rendered 150/305, time remaining: 2s
Rendered 151/305, time remaining: 2s
Rendered 152/305, time remaining: 2s
Rendered 153/305, time remaining: 2s
Rendered 154/305, time remaining: 2s
Rendered 155/305, time remaining: 2s
Rendered 156/305, time remaining: 2s
Rendered 157/305, time remaining: 2s
Rendered 158/305, time remaining: 2s
Rendered 159/305, time remaining: 2s
Rendered 160/305, time remaining: 2s
Rendered 161/305, time remaining: 2s
Rendered 162/305, time remaining: 2s
Rendered 163/305, time remaining: 2s
Rendered 164/305, time remaining: 2s
Rendered 165/305, time remaining: 2s
Rendered 166/305, time remaining: 2s
Rendered 167/305, time remaining: 2s
Rendered 168/305, time remaining: 2s
Rendered 169/305, time remaining: 2s
Rendered 170/305, time remaining: 2s
Rendered 171/305, time remaining: 2s
Rendered 172/305, time remaining: 2s
Rendered 173/305, time remaining: 2s
Rendered 174/305, time remaining: 2s
Rendered 175/305, time remaining: 2s
Rendered 176/305, time remaining: 2s
Rendered 177/305, time remaining: 2s
Rendered 178/305, time remaining: 2s
Rendered 179/305, time remaining: 2s
Rendered 180/305, time remaining: 2s
Rendered 181/305, time remaining: 2s
Rendered 182/305, time remaining: 2s
Rendered 183/305, time remaining: 2s
Rendered 184/305, time remaining: 2s
Rendered 185/305, time remaining: 2s
Rendered 186/305, time remaining: 1s
Rendered 187/305, time remaining: 1s
Rendered 188/305, time remaining: 1s
Rendered 189/305, time remaining: 1s
Rendered 190/305, time remaining: 1s
Rendered 191/305, time remaining: 1s
Rendered 192/305, time remaining: 1s
Rendered 193/305, time remaining: 1s
Rendered 194/305, time remaining: 1s
Rendered 195/305, time remaining: 1s
Rendered 196/305, time remaining: 1s
Rendered 197/305, time remaining: 1s
Rendered 198/305, time remaining: 1s
Rendered 199/305, time remaining: 1s
Rendered 200/305, time remaining: 1s
Rendered 201/305, time remaining: 1s
Rendered 202/305, time remaining: 1s
Rendered 203/305, time remaining: 1s
Rendered 204/305, time remaining: 1s
Rendered 205/305, time remaining: 1s
Rendered 206/305, time remaining: 1s
Rendered 207/305, time remaining: 1s
Rendered 208/305, time remaining: 1s
Rendered 209/305, time remaining: 1s
Rendered 210/305, time remaining: 1s
Rendered 211/305, time remaining: 1s
Rendered 212/305, time remaining: 1s
Rendered 213/305, time remaining: 1s
Rendered 214/305, time remaining: 1s
Rendered 215/305, time remaining: 1s
Rendered 216/305, time remaining: 1s
Rendered 217/305, time remaining: 1s
Rendered 218/305, time remaining: 1s
Rendered 219/305, time remaining: 1s
Rendered 220/305, time remaining: 1s
Rendered 221/305, time remaining: 1s
Rendered 222/305, time remaining: 1s
Rendered 223/305, time remaining: 1s
Rendered 224/305, time remaining: 1s
Rendered 225/305, time remaining: 1s
Rendered 226/305, time remaining: 1s
Rendered 227/305, time remaining: 1s
Rendered 228/305, time remaining: 1s
Rendered 229/305, time remaining: 1s
Rendered 230/305, time remaining: 1s
Rendered 231/305, time remaining: 1s
Rendered 232/305, time remaining: 1s
Rendered 233/305, time remaining: 1s
Rendered 234/305, time remaining: 1s
Rendered 235/305, time remaining: 1s
Rendered 236/305, time remaining: 1s
Rendered 237/305, time remaining: 1s
Rendered 238/305, time remaining: 1s
Rendered 239/305, time remaining: 1s
Rendered 240/305, time remaining: 1s
Rendered 241/305, time remaining: 1s
Rendered 242/305, time remaining: 1s
Rendered 243/305, time remaining: 1s
Rendered 244/305, time remaining: 1s
Rendered 245/305, time remaining: 1s
Rendered 246/305, time remaining: 0s
Rendered 247/305, time remaining: 0s
Rendered 248/305, time remaining: 0s
Rendered 249/305, time remaining: 0s
Rendered 250/305, time remaining: 0s
Rendered 251/305, time remaining: 0s
Rendered 252/305, time remaining: 0s
Rendered 253/305, time remaining: 0s
Rendered 254/305, time remaining: 0s
Rendered 255/305, time remaining: 0s
Rendered 256/305, time remaining: 0s
Rendered 257/305, time remaining: 0s
Rendered 258/305, time remaining: 0s
Rendered 259/305, time remaining: 0s
Rendered 260/305, time remaining: 0s
Rendered 261/305, time remaining: 0s
Rendered 262/305, time remaining: 0s
Rendered 263/305, time remaining: 0s
Rendered 264/305, time remaining: 0s
Rendered 265/305, time remaining: 0s
Rendered 266/305, time remaining: 0s
Rendered 267/305, time remaining: 0s
Rendered 268/305, time remaining: 0s
Rendered 269/305, time remaining: 0s
Rendered 270/305, time remaining: 0s
Rendered 271/305, time remaining: 0s
Rendered 272/305, time remaining: 0s
Rendered 273/305, time remaining: 0s
Rendered 274/305, time remaining: 0s
Rendered 275/305, time remaining: 0s
Rendered 276/305, time remaining: 0s
Rendered 277/305, time remaining: 0s
Rendered 278/305, time remaining: 0s
Rendered 279/305, time remaining: 0s
Rendered 280/305, time remaining: 0s
Rendered 281/305, time remaining: 0s
Rendered 282/305, time remaining: 0s
Rendered 283/305, time remaining: 0s
Rendered 284/305, time remaining: 0s
Rendered 285/305, time remaining: 0s
Rendered 286/305, time remaining: 0s
Rendered 287/305, time remaining: 0s
Rendered 288/305, time remaining: 0s
Rendered 289/305, time remaining: 0s
Rendered 290/305, time remaining: 0s
Rendered 291/305, time remaining: 0s
Rendered 292/305, time remaining: 0s
Rendered 293/305, time remaining: 0s
Rendered 294/305, time remaining: 0s
Rendered 295/305, time remaining: 0s
Rendered 296/305, time remaining: 0s
Rendered 297/305, time remaining: 0s
Rendered 298/305, time remaining: 0s
Rendered 299/305, time remaining: 0s
Rendered 300/305, time remaining: 0s
Rendered 301/305, time remaining: 0s
Rendered 302/305, time remaining: 0s
Rendered 303/305, time remaining: 0s
Rendered 304/305, time remaining: 0s
Rendered 305/305
Encoded 305/305
+                    /Users/janghokim/Documents/xps-staggered-joints-shorts/public/assets/video/scene02-preview-candidate-v2.mp4 612 kB
